0.092543112	6.892107272	11460	0.542434	106074	0.845831853	0.215506373	0.004384	0.449386	9.75E-09	1.43765	751.0435	0	0.917387	0.912888	212618	74573	42	30	0.170137	0.293859	0.127082	0.996456	1.08E+05	1.70E+05	1.57E+05	1.32E+05	50323	4.87E+04	99509	56705	6.73E+04	1.20E+05	1.01E+05	7.61E+04	28259	4.05E+04	51517	52067	1.08E+05	67315
0.536243582	24.4120502	2336	0.279459	623380	0.811277926	0.163808705	0.003706	0.693662	5.34E-09	13.7439	13611.81	16043.06	0.972907	0.956899	47702	13528	53	26	0.701343	0.634792	0.499624	0.959672	1.12E+05	7.22E+04	1.09E+05	1.17E+05	1.27E+05	85190	1.20E+05	84119	8.02E+04	5.12E+04	76770	96011	1.12E+05	72433	84631	69265	72240	51164
0.536243582	24.4120502	6758	0.30728	618958	0.935725572	0.120078199	0.002365	0.281523	8.40E-09	1.28159	8477.269	9181.866	0.972907	0.956899	710802	229358	112	84	0.478277	0.632637	0.336574	0.996112	7.98E+04	1.31E+05	68360	1.40E+05	8777.3	71433	4.67E+04	1.03E+05	4.36E+04	9.47E+04	59601	1.06E+05	8243.6	68000	2.76E+04	68369	68360	43609
0.536243582	24.4120502	8223	0.336484	617493	0.921418974	0.137544417	0.00198	0.186526	1.06E-08	0.78665	25876.79	27920.55	0.972907	0.956899	454788	127725	135	98	0.53396	0.597606	0.357597	0.971575	0	8.16E+04	68360	63122	62687	1.19E+05	1.42E+05	49981	0.004419	5.78E+04	59601	41177	48616	83772	97033	33889	0	0.004419
0.536243582	24.4120502	4243	0.255572	621473	0.951896454	0.087973145	0.002138	0.224919	9.51E-09	0.69779	3949.004	3942.711	0.972907	0.956899	120752	33973	41	34	0.502592	0.618337	0.423911	0.923156	1.22E+05	5.00E+04	1.09E+05	28165	1.13E+05	28983	31321	1.61E+05	77717	4.05E+04	77783	25565	78436	23203	31167	1.33E+05	2.82E+04	2.56E+04
0.536243582	24.4120502	6037	0.423204	619679	0.85026104	0.189007626	0.003464	0.573328	6.04E-09	18.9129	4826.955	5668.737	0.972907	0.956899	410655	120684	117	83	0.496161	0.600381	0.379554	0.995213	62526	8.15E+04	28800	63565	98232	74267	58260	1.88E+05	58826	6.54E+04	24752	56597	79691	41891	48390	1.38E+05	2.88E+04	2.48E+04
0.453705069	18.86799648	13262	0.322073	486475	0.487583238	0.272554067	0.004099	0.474507	8.64E-09	17.8815	26432.16	52036.84	0.942288	0.959208	1276515	457830	195	139	0.41115	0.354807	0.240975	0.903657	6.61E+04	6.06E+04	1.06E+05	8.72E+04	1.04E+05	10322	49806	1.07E+05	5.19E+04	3.46E+04	9.17E+04	7.41E+04	86044	7233.4	36797	82142	60551	34584
0.453705069	18.86799648	6750	0.306039	492987	0.91615363	0.13752765	0.003351	0.374413	8.95E-09	1.69811	48615.86	68357.24	0.942288	0.959208	852256	285590	125	92	0.350906	0.418911	0.243587	0.940294	73153	0.00E+00	37711	78205	1.77E+05	38716	44694	1.07E+05	44438	0.00E+00	16162	63359	1.19E+05	26398	41306	87138	0	0
0.453705069	18.86799648	9673	0.426819	490064	0.853730006	0.181796712	0.002373	0.176628	1.34E-08	0.83573	42078.65	51135.34	0.942288	0.959208	1357392	496741	186	139	0.268612	0.394142	0.202052	0.959563	64442	5.67E+03	19304	28889	1.67E+05	81117	86524	4.71E+04	5.73E+04	4.83E+03	15729	26924	9.95E+04	74456	75295	3.31E+04	5.67E+03	4.83E+03
0.453705069	18.86799648	6674	0.377595	493063	0.932640816	0.147615144	0.005391	0.91887	5.87E-09	13.6469	26273.6	35072.87	0.942288	0.959208	610199	167293	148	100	0.366878	0.397319	0.239897	0.901576	77450	2.54E+04	1.20E+05	47296	1.19E+05	1.03E+05	54634	1.15E+05	4.41E+04	1.55E+04	94794	40237	9.48E+04	84166	38461	9.80E+04	2.54E+04	1.55E+04
0.453705069	18.86799648	7610	0.317387	492127	0.882825273	0.147787025	0.003752	0.364876	1.03E-08	16.3009	7619.392	12146.94	0.942288	0.959208	256278	72183	52	41	0.526839	0.325671	0.327354	0.795209	3402.3	1.34E+05	1.20E+05	38337	1.03E+05	1.24E+05	1.26E+05	1.06E+05	462.11	1.01E+05	94794	36591	60339	79052	89337	78588	3402.3	462.11
0.453705069	18.86799648	8228	0.209748	491509	0.955843983	0.085711699	0.004089	0.759623	5.38E-09	1.05834	37461.22	47769.9	0.942288	0.959208	461982	145912	91	78	0.401216	0.570801	0.315339	0.9871	1.26E+05	1.34E+05	69410	59718	1.03E+05	1.57E+05	4.58E+04	3002.6	9.11E+04	1.01E+05	52581	54686	82811	86898	4.17E+04	2935.8	59718	52581
0.529636422	26.68294242	18478	0.582608	459033	0.902259594	0.210966874	0.002433	0.221241	1.10E-08	0.55434	15728.83	19303.79	0.971103	0.927156	426362	132417	89	67	0.503303	0.469531	0.287371	0.979851	7.45E+04	9.87E+04	99705	56932	2.53E+04	1.81E+05	7.50E+04	98874	2.90E+04	7.35E+04	84613	53164	2.35E+04	1.31E+05	6.37E+04	70710	56932	29007
0.529636422	26.68294242	12290	0.444388	465221	0.918292741	0.162350183	0.002718	0.334103	8.13E-09	15.2481	34870.48	44084.68	0.971103	0.927156	420880	121573	112	81	0.732821	0.568454	0.437751	0.975828	3.15E+04	1.03E+05	24483	1.34E+05	1.57E+05	1.22E+05	1.04E+05	29508	2.45E+04	9.16E+04	21447	1.00E+05	1.05E+05	85226	8.67E+04	14108	24483	21447
0.529636422	26.68294242	41001	0.55862	436510	0.880418139	0.22455326	0.00378	0.419574	9.01E-09	0.53981	32788.14	40857.08	0.971103	0.927156	858860	277144	139	100	0.738798	0.36897	0.583105	0.713836	7.19E+04	1.68E+05	1.54E+05	81832	81053	61343	1.18E+05	82140	4.95E+04	1.12E+05	88386	57307	22419	51357	93767	64551	71878	49543
0.260559651	21.04968688	11542	0.430174	492979	0.472624957	0.38552754	0.002631	0.302608	8.69E-09	0.26609	2216.803	3118.361	0.865823	0.913256	1539315	492240	423	259	0.37511	0.549543	0.284782	0.99455	8.53E+04	8.75E+04	93171	625.92	1036.3	1.05E+05	32016	52937	7.60E+04	4.86E+04	51972	277.17	588.72	8.50E+04	24883	38354	625.92	277.17
0.260559651	21.04968688	10925	0.646488	493596	0.890210494	0.252492322	0.00347	0.446825	7.77E-09	2.22212	19173.55	27291.96	0.865823	0.913256	982978	336252	214	158	0.49238	0.466226	0.299186	0.942594	0.00E+00	1.29E+05	4.72E+04	9.79E+04	69477	55597	4.07E+04	65010	7.51E+02	8.54E+04	3.49E+04	6.89E+04	63461	47738	2.46E+04	59885	0	751.04
0.260559651	21.04968688	3596	0.28246	500925	0.956085953	0.111719845	0.004533	0.80333	5.64E-09	3.64995	25564.99	28164.95	0.865823	0.913256	203210	51272	91	55	0.746548	0.491354	0.432879	0.955548	90850	2.55E+04	95677	69251	3.63E+04	9.25E+04	32964	6.08E+04	6.01E+04	2.40E+04	60240	55603	2.37E+04	7.78E+04	29724	5.51E+04	2.55E+04	2.40E+04
0.260559651	21.04968688	9737	0.881176	494784	0.805268521	0.387493727	0.003032	0.32265	9.40E-09	19.1944	26923.56	28888.72	0.865823	0.913256	90710	24504	45	22	0.508012	0.441011	0.302641	0.922957	90167	1.19E+05	4.41E+04	3.77E+04	3.03E+04	8.17E+04	69371	1.31E+05	2.37E+04	9.54E+04	3.91E+04	3.07E+04	2.19E+04	7.08E+04	61215	1.07E+05	3.77E+04	2.37E+04
0.260559651	21.04968688	6098	0.374019	498423	0.463957207	0.368279741	0.002354	0.233038	1.01E-08	20.1257	277.1715	625.9209	0.865823	0.913256	1278603	384391	419	240	0.338393	0.528421	0.26738	0.991759	89979	6.84E+04	1.58E+05	6.04E+04	1.27E+05	9.39E+04	39168	89808	77211	5.00E+04	1.16E+05	4.51E+04	1.11E+05	7.87E+04	27041	47668	60404	45125
0.260559651	21.04968688	6719	0.395142	497802	0.467699313	0.374819956	0.003265	0.41362	7.89E-09	1.58485	8369.607	9242.05	0.865823	0.913256	1365908	414896	375	231	0.427088	0.487487	0.258827	0.986888	7.87E+04	1.56E+05	1.58E+05	81861	1.30E+05	93171	1.07E+05	57153	6.73E+04	1.27E+05	1.16E+05	74672	1.09E+05	49212	79382	44882	78744	67334
0.260559651	21.04968688	7176	0.652245	497345	0.900692426	0.25563872	0.002156	0.269947	7.99E-09	19.6424	5992.338	7247.465	0.865823	0.913256	277857	87885	89	53	0.699963	0.729877	0.607707	0.966916	5.31E+04	1.56E+05	1.04E+05	1.15E+05	9.57E+04	1.11E+05	55176	99154	4.95E+04	1.27E+05	80075	87115	7.42E+04	86201	48532	70467	53059	49458
0.260559651	21.04968688	13526	0.548455	490995	0.901545193	0.202023032	0.003452	0.48743	7.08E-09	0.59184	34135.15	38400.28	0.865823	0.913256	250701	78693	43	24	0.38248	0.514112	0.258691	0.981176	7.45E+04	8.02E+04	1.04E+05	9.71E+04	1.60E+05	0	46679	1.09E+05	6.37E+04	6.70E+04	6.44E+04	6.03E+04	99909	0.003488	41386	92033	74542	60326
0.140324617	6.467836045	11444	0.421138	145430	0.895433225	0.168696155	0.003763	0.407028	9.24E-09	0.27143	22986.23	37232.8	0.923725	0.927524	60680	18961	202	22	0.369916	0.361278	0.214399	0.934019	0.00E+00	8.02E+04	66630	1.35E+05	11776	72695	1.60E+05	1.36E+05	2.11E+02	6.70E+04	57493	83231	11974	31765	99940	1.13E+05	0.00E+00	2.11E+02
0.140324617	6.467836045	8519	0.456171	148355	0.847299965	0.187696037	0.001988	0.15866	1.25E-08	1.57737	14835.64	19354.33	0.923725	0.927524	233260	74107	81	24	0.50396	0.50433	0.312695	0.944972	33902	5.91E+04	76658	9242	95961	9.42E+04	1.08E+05	55110	26170	5.32E+04	64309	8369.6	70026	7.96E+04	82239	42425	9242	8369.6
